11.2865, 0.0218
5.3619, 0.0675
7.6889, 0.1116
3.1503, 0.1904
5.8587, 0.2019
2.4166, 0.2841
5.0171, 0.2697
2.0792, 0.3359
4.4635, 0.3235
1.8810, 0.3661
4.0477, 0.3701
1.7379, 0.4006
3.7233, 0.4106
1.5842, 0.4377
3.4664, 0.4438
1.4698, 0.4700
3.2534, 0.4781
1.4200, 0.4812
3.0831, 0.5049
1.3942, 0.4824
2.9330, 0.5312
1.2624, 0.5404
2.8049, 0.5575
1.2551, 0.5326
2.7017, 0.5794
1.2215, 0.5469
2.5998, 0.6020
1.1990, 0.5562
2.5227, 0.6210
1.1731, 0.5632
2.4387, 0.6408
1.1498, 0.5692
2.3674, 0.6578
1.1536, 0.5712
2.2987, 0.6756
1.1115, 0.5934
2.2409, 0.6891
1.0785, 0.5990
2.1853, 0.7042
1.0857, 0.5967
2.1298, 0.7200
1.0979, 0.6051
2.0826, 0.7320
1.0733, 0.6114
2.0309, 0.7452
1.1369, 0.5973
1.9908, 0.7541
1.0604, 0.6171
1.9447, 0.7674
1.0967, 0.6163
1.8977, 0.7802
1.1168, 0.6180
1.8689, 0.7869
1.1074, 0.6168
1.8328, 0.7941
1.1006, 0.6219
1.7992, 0.8034
1.1196, 0.6216
1.7690, 0.8123
1.1677, 0.6112
1.3502, 0.9330
0.7901, 0.7087
1.2480, 0.9582
0.7904, 0.7144
1.2091, 0.9644
0.7847, 0.7133
1.1769, 0.9688
0.7918, 0.7126
1.1535, 0.9716
0.7994, 0.7121
1.1280, 0.9748
0.8046, 0.7102
1.1063, 0.9768
0.8125, 0.7138
1.0887, 0.9793
0.8186, 0.7102
1.0661, 0.9804
0.8222, 0.7101
1.0317, 0.9863
0.8054, 0.7131
1.0241, 0.9875
0.8100, 0.7140
1.0191, 0.9874
0.8032, 0.7156
1.0164, 0.9881
0.8056, 0.7136
1.0142, 0.9882
0.8030, 0.7143
1.0118, 0.9886
0.8050, 0.7153
1.0074, 0.9887
0.8046, 0.7153
1.0091, 0.9889
0.8053, 0.7149
1.0061, 0.9890
0.8058, 0.7150
1.0067, 0.9890
0.8094, 0.7130
1.0063, 0.9890
0.8050, 0.7157
